"","marks.unit","marks.id","marks.suffix","marks.prism","marks.z.x","marks.type.x","marks.geo.x","marks.spit","marks.exc","marks.plunge","marks.bearing","marks.length.x","marks.max_width","marks.thickness","marks.collected.x","marks.comment","marks.date.x","marks.time","marks.year","marks.date.y","marks.z.y","marks.type.y","marks.geo.y","marks.collected.y","marks.integrity","marks.articulation","marks.nsp.bone","marks.nsp.tooth","marks.nsp.total","marks.skeletal.element","marks.skeletal.part","marks.bone.portion","marks.voorhies.group","marks.BM.category","marks.bone.shape..cube.tube.flat.","marks.bone.structure..dense.trabecular.","marks.description","marks.class","marks.order","marks.family","marks.genus","marks.species","marks.taxon","marks.stratified.surface","marks.length.y","marks.carnivore_gnawing","marks.refit","marks.remarks","marks.reference_id.if_from_plaster_jacket.","marks.totalstation_comment","mx","my"
"690","F16","7","0",0.150000006,-3.758,"Bone","4",NA,"DK",0,82,60,25,NA,"no","Not collected, frag,",2017-05-31,"11:20:23 AM","2017","5/31/2017",-3.758,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",60,NA,NA,NA,NA,"Not collected, frag,",-16.368,5.27
"691","F16","9","0",0.05,-3.951,"Bone","4",NA,"DK",16,240,90,10,NA,"no","Not collected, frag.",2017-06-01,"12:16:59 PM","2017","6/1/2017",-3.951,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",90,NA,NA,NA,NA,"Not collected, frag.",-16.061,5.222
"692","F16","10","0",0.05,-3.725,"Bone","4",NA,"C",NA,NA,50,5,NA,"yes","diaphysis frag.",2017-06-05,"12:01:41 PM","2017","6/5/2017",-3.725,"Bone","4","yes","fragment","isolated","1",NA,"1","rib","axial","fragment",NA,NA,NA,NA,"rib frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",50,NA,NA,NA,NA,"diaphysis frag.",-16.445,5.476
"693","F16","11","0",0,-3.538,"Bone","4",NA,"C",2,295,110,35,NA,"yes","frag.",2017-06-05,"12:20:10 PM","2017","6/5/2017",-3.538,"Bone","4","yes","fragment","isolated","1",NA,"1","limb bone","appendicular","shaft",NA,NA,NA,NA,"diaphysis frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",110,"yes",NA,NA,NA,"frag.",-16.64,5.772
"694","F16","12","0",0,-3.547,"Bone","4",NA,"C",2,262,135,40,NA,"yes","long bone frag.",2017-06-05,"1:31:56 PM","2017","6/5/2017",-3.547,"Bone","4","yes","fragment","isolated","1",NA,"1","limb bone","appendicular","shaft",NA,NA,NA,NA,"diaphysis frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",135,NA,NA,NA,NA,"long bone frag.",-16.181,5.657
"695","F16","13","0",0,-3.577,"Tooth","4",NA,"C",NA,NA,NA,NA,NA,"yes","cervid, isolated tooth",2017-06-05,"2:47:07 PM","2017","6/5/2017",-3.577,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper premolar","Mammalia","Artiodactyla","Cervidae",NA,NA,"Cervidae","stratified",NA,NA,NA,NA,NA,"cervid, isolated tooth",-16.575,5.606
"696","F16","14","0",0,-3.542,"Bone","4",NA,"C",28,320,90,25,NA,"yes","long bone frag.",2017-06-05,"3:42:37 PM","2017","6/5/2017",-3.542,"Bone","4","yes","fragment","isolated","1",NA,"1","metapode","appendicular","fragment",NA,NA,NA,NA,"lateral metapode","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",90,NA,NA,NA,NA,"long bone frag.",-16.013,5.494
"697","F16","15","0",0,-3.635,"Bone","4",NA,"Prof.GK",12,0,170,30,NA,"no","Not collected. Long bone frag.",2017-06-06,"1:09:42 PM","2017","6/6/2017",-3.635,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone",NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",170,NA,NA,NA,NA,"Not collected. Long bone frag.",-16.543,5.597
"698","F16","16","0",0.05,-3.619,"Bone","4",NA,"Prof.GK",NA,NA,45,35,NA,"no","Not collected. frag.",2017-06-06,"1:10:35 PM","2017","6/6/2017",-3.619,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",45,NA,NA,NA,NA,"Not collected. frag.",-16.552,5.756
"699","F16","17","0",0.05,-3.674,"Bone","4",NA,"DK",NA,NA,10,30,NA,"no","Not collected. frag",2017-06-07,"11:18:58 AM","2017","6/7/2017",-3.674,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",10,NA,NA,NA,NA,"Not collected. frag",-16.466,5.564
"700","F16","18","0",0,-3.638,"Bone","4",NA,"DK",10,118,90,20,NA,"no","Not collected. frag",2017-06-07,"11:19:49 AM","2017","6/7/2017",-3.638,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",90,NA,NA,NA,NA,"Not collected. frag",-16.128,5.695
"701","F16","19","0",0,-4.002,"Bone","4",NA,"DK",28,214,80,15,NA,"no","Not collected. Long bone frag.",2017-06-07,"2:52:22 PM","2017","6/7/2017",-4.002,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone",NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",80,NA,NA,NA,NA,"Not collected. Long bone frag.",-16.766,5.645
"702","F16","20","0",0.2,-4.21,"Bone","4",NA,"DK",NA,NA,100,80,NA,"no","Not collected.",2017-06-07,"3:32:26 PM","2017","6/7/2017",-4.21,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",100,NA,NA,NA,NA,"Not collected.",-16.96,5.758
"703","F16","21","0",0,-4.105,"Bone","4",NA,"DK",88,NA,220,45,NA,"yes","humerus",2017-06-08,"10:07:52 AM","2017","6/8/2017",-4.105,"Bone","4","yes","fragment","isolated","1",NA,"1","limb bone","appendicular","shaft",NA,NA,NA,NA,"diaphysis","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",220,NA,NA,NA,NA,"humerus",-16.927,5.826
"704","F16","22","0",0.05,-3.771,"Bone","4",NA,"DK",2,52,80,30,NA,"no","Not collected",2017-06-08,"10:57:34 AM","2017","6/8/2017",-3.771,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",80,NA,NA,NA,NA,"Not collected",-16.937,5.97
"705","F16","23","0",0,-3.648,"Bone","4",NA,"ZK",14,114,90,20,NA,"no","Not collected. frag.",2017-06-08,"11:47:59 AM","2017","6/8/2017",-3.648,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",90,NA,NA,NA,NA,"Not collected. frag.",-16.104,5.685
"706","F16","24","0",0,-3.923,"Bone","4",NA,"ZK",38,258,110,15,NA,"no","Not collected. frag.",2017-06-08,"11:49:05 AM","2017","6/8/2017",-3.923,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",110,NA,NA,NA,NA,"Not collected. frag.",-16.623,5.749
"707","F16","25","0",0.02,-3.748,"Bone","4",NA,"ZK",8,34,50,12,NA,"no","Not collected. frag.",2017-06-08,"12:10:00 PM","2017","6/8/2017",-3.748,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",50,NA,NA,NA,NA,"Not collected. frag.",-16.335,5.709
"708","F16","26","0",0,-3.706,"Bone","4",NA,"ZK",74,NA,80,25,NA,"no","Not collected. frag.",2017-06-09,"11:13:47 AM","2017","6/9/2017",-3.706,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.",NA,NA,NA,NA,NA,NA,"stratified",80,NA,NA,NA,NA,"Not collected. frag.",-16.016,5.347
"709","F16","27","0",0,-3.737,"Bone","4",NA,"ZK",10,206,68,32,NA,"no","Not collected. frag.",2017-06-09,"1:03:36 PM","2017","6/9/2017",-3.737,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",68,NA,NA,NA,NA,"Not collected. frag.",-16.107,5.674
"710","F16","28","0",0.01,-3.795,"Bone","4",NA,"ZK",NA,NA,88,36,NA,"yes","frag.",2017-06-09,"3:22:39 PM","2017","6/9/2017",-3.795,"Bone","4","yes","fragment","isolated","1",NA,"1","pelvis","axial","fragment",NA,NA,NA,NA,"pelvis frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",88,NA,NA,NA,NA,"frag.",-16.033,5.652
"711","F17","2","0",0.4,-3.655,"Bone","4",NA,"DG",4,82,180,40,NA,"no","not collected, frag",2016-06-09,"9:42:24 AM","2016","6/9/2016",-3.655,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",180,NA,NA,NA,NA,"not collected, frag",-17.43,5.041
"712","F17","3","0",0.3,-3.637,"Bone","4",NA,"DG",20,282,100,50,NA,"no","not collected, frag",2016-06-09,"9:43:24 AM","2016","6/9/2016",-3.637,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",100,NA,NA,NA,NA,"not collected, frag",-17.195,5.034
"713","F17","4","0",0.25,-3.647,"Tooth","4",NA,"DG",NA,NA,NA,NA,NA,"yes","isolated tooth, equus",2016-06-09,"10:48:18 AM","2016","6/9/2016",-3.647,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"lower tooth","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"isolated tooth, equus",-17.202,5.121
"714","F17","5","0",0.35,-3.729,"Tooth","4",NA,"DG",NA,NA,NA,NA,NA,"yes","isolated tooth, equus",2016-06-09,"1:38:46 PM","2016","6/9/2016",-3.729,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"lower tooth","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"isolated tooth, equus",-17.238,5.201
"715","F17","6","0",0.349999994,-3.726,"Tooth","4",NA,"Prof.GK",NA,NA,NA,NA,NA,"yes","isolated tooth, equus",2016-06-09,"1:41:15 PM","2016","6/9/2016",-3.726,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"lower tooth","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"isolated tooth, equus",-17.182,5.253
"716","F17","7","0",0.4,-3.76,"Bone","4",NA,"Prof.GK",8,256,90,30,NA,"no","not collected, bone frag",2016-06-09,"1:42:34 PM","2016","6/9/2016",-3.76,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",90,NA,NA,NA,NA,"not collected, bone frag",-17.399,5.147
"717","F17","8","0",0.4,-3.761,"Tooth","4",NA,"DG",NA,NA,NA,NA,NA,"yes","isolated tooth, equus",2016-06-09,"1:58:25 PM","2016","6/9/2016",-3.761,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"P2","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"isolated tooth, equus",-17.506,5.169
"725","F17","11","0",0.5,-3.865,"Bone","4",NA,"DK",30,180,100,40,NA,"no","not collected, tibia diaphisys frag",2016-06-10,"12:23:26 PM","2016","6/10/2016",-3.865,"Bone","4","no","fragment","isolated","1",NA,"1","tibia","appendicular","shaft",NA,NA,NA,NA,"tibia diaphysis frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",100,NA,NA,NA,NA,"not collected, tibia diaphisys frag",-17.583,5.122
"726","F17","12","0",0.1,-3.746,"Bone","4",NA,"GK",5,40,265,50,NA,"yes","metacarpal, equus",2017-05-31,"10:47:14 AM","2017","5/31/2017",-3.746,"Bone","4","yes","complete","isolated","1",NA,"1","metapode","appendicular",NA,"II","BM4",NA,NA,"metacarpal","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",265,NA,NA,NA,NA,"metacarpal, equus",-17.024,5.394
"727","F17","13","0",0.2,-3.788,"Bone","4",NA,"GK",20,22,280,50,NA,"yes","metapodial, equus, complete",2017-05-31,"1:49:47 PM","2017","5/31/2017",-3.788,"Bone","4","yes","complete","isolated","1",NA,"1","metapode","appendicular",NA,"II","BM4",NA,NA,"metapode","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",280,NA,NA,NA,NA,"metapodial, equus, complete",-17.015,5.594
"729","F17","15","0",0.2,-3.823,"Tooth","4",NA,"GK",NA,NA,15,NA,NA,"yes","equus, isolated tooth, complete",2017-05-31,"3:07:44 PM","2017","5/31/2017",-3.823,"Tooth","4","yes","fragment","isolated",NA,"1","1","tooth","cranial","fragment",NA,NA,NA,NA,"upper tooth","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",15,NA,NA,NA,NA,"equus, isolated tooth, complete",-17.135,5.675
"730","F17","16","0",0,-3.518,"Bone","4",NA,"GK",10,172,200,100,NA,"no","Not collected, long bone frag,",2017-06-01,"11:01:56 AM","2017","6/1/2017",-3.518,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone",NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",200,NA,NA,NA,NA,"Not collected, long bone frag,",-17.247,5.946
"731","F17","17","0",0.05,-3.786,"Bone","4",NA,"GK",NA,NA,NA,NA,NA,"yes","radius, equus",2017-06-01,"11:44:38 AM","2017","6/1/2017",-3.786,"Bone","4","yes","fragment","isolated","1",NA,"1","radius","appendicular","fragment",NA,NA,NA,NA,"radius frag.","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",NA,NA,NA,NA,NA,"radius, equus",-17.093,5.7
"732","F17","19","0",0.2,-3.892,"Bone","4",NA,"GK",NA,NA,35,30,NA,"yes","cranium? frag.",2017-06-01,"12:11:55 PM","2017","6/1/2017",-3.892,"Bone","4","yes","fragment","isolated","1",NA,"1","?cranium",NA,"fragment",NA,NA,NA,NA,"?cranium frag.",NA,NA,NA,NA,NA,NA,"stratified",35,NA,NA,NA,NA,"cranium? frag.",-17.108,5.685
"733","F17","20","0",0.200000003,-3.863,"Bone","4",NA,"GK",NA,NA,50,45,NA,"yes","third phalang, equus",2017-06-01,"12:12:53 PM","2017","6/1/2017",-3.863,"Bone","4","yes","complete","isolated","1",NA,"1","phalanx","appendicular",NA,"I/II","BM4",NA,NA,"third phalanx","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",50,NA,NA,NA,NA,"third phalang, equus",-17.15,5.713
"734","F17","21","0",0.1,-3.741,"Bone","4",NA,"GK",NA,NA,NA,NA,NA,"yes","carpal/tarsal",2017-06-01,"2:51:47 PM","2017","6/1/2017",-3.741,"Bone","4","yes","complete","isolated","1",NA,"1","carpal/tarsal","appendicular",NA,"I/II",NA,NA,NA,"carpal/tarsal","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"carpal/tarsal",-17.212,5.863
"735","F17","22","0",0.100000001,-3.756,"Bone","4",NA,"GK",60,224,170,35,NA,"no","Not collected, long bone grag.",2017-06-01,"2:54:19 PM","2017","6/1/2017",-3.756,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone",NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",170,NA,NA,NA,NA,"Not collected, long bone grag.",-17.272,5.82
"736","F17","23","0",0,-3.658,"Bone","4",NA,"GK",NA,NA,35,30,NA,"yes","vertebra, complete",2017-06-01,"3:09:06 PM","2017","6/1/2017",-3.658,"Bone","4","yes","complete","isolated","1",NA,"1","vertebra","axial",NA,"I",NA,NA,NA,"cervical vertebra","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",35,NA,NA,NA,NA,"vertebra, complete",-17.177,5.903
"740","F17","27","0",0.2,-3.787,"Bone","4",NA,"GK",NA,NA,85,65,NA,"yes","distal femur, frag",2017-06-02,"12:48:08 PM","2017","6/2/2017",-3.787,"Bone","4","yes","fragment","isolated","1",NA,"1","femur","appendicular","distal",NA,NA,NA,NA,"femur distal frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",85,"yes",NA,NA,NA,"distal femur, frag",-17.389,5.956
"741","F17","28","0",0.1,-4.007,"Tooth","4",NA,"KH",NA,NA,30,25,NA,"yes","Isolated tooth, bovid",2017-06-06,"10:27:10 AM","2017","6/6/2017",-4.007,"Tooth","4","yes","complete","isolated",NA,"1","1","tooth","cranial",NA,NA,NA,NA,NA,"upper tooth","Mammalia","Artiodactyla","Bovidae",NA,NA,"Bovidae","stratified",30,NA,NA,NA,NA,"Isolated tooth, bovid",-17.768,5.215
"750","F17","30","0",0.1,-4.217,"Bone","4",NA,"KH",0,25,40,26,NA,"yes","turtle?",2017-06-07,"10:57:05 AM","2017","6/7/2017",-4.217,"Bone","4","yes","fragment","isolated","1",NA,"1","?carapace",NA,"fragment",NA,NA,NA,NA,"?turtle shell","?Reptilia","?Chelonii",NA,NA,NA,"?Chelonii","stratified",40,NA,NA,NA,NA,"turtle?",-17.977,5.385
"755","F17","32","0",0.1,-4.013,"Bone","4",NA,"DK",64,85,120,65,NA,"yes","distal tibia equus",2017-06-07,"1:32:48 PM","2017","6/7/2017",-4.013,"Bone","4","yes","fragment","isolated","1",NA,"1","tibia","appendicular","distal",NA,NA,NA,NA,"tibia sin distal frag.","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",120,NA,NA,NA,NA,"distal tibia equus",-17.313,5.838
"756","F17","33","0",0.2,-4.13,"Bone","4",NA,"DK",NA,NA,NA,NA,NA,"yes","carpal",2017-06-07,"1:42:59 PM","2017","6/7/2017",-4.13,"Bone","4","yes","complete","isolated","1",NA,"1","tarsal","appendicular",NA,"I/II","BM4",NA,NA,"tarsal","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",NA,NA,NA,NA,NA,"carpal",-17.336,5.76
"757","F17","34","0",0.200000003,-4.189,"Bone","4",NA,"DK",NA,NA,30,20,NA,"yes","astragalus, cervid",2017-06-07,"2:10:39 PM","2017","6/7/2017",-4.189,"Bone","4","yes","complete","isolated","1",NA,"1","tarsal","appendicular",NA,"I/II",NA,NA,NA,"astragalus dex","Mammalia","Artiodactyla",NA,NA,NA,"Artiodactyla","stratified",30,NA,NA,NA,NA,"astragalus, cervid",-17.272,5.649
"761","F17","36","0",0.15,-4.235,"Bone","4",NA,"DK",0,34,97,50,NA,"yes","isolated calcaneus, equus",2017-06-07,"3:18:34 PM","2017","6/7/2017",-4.235,"Bone","4","yes","complete","isolated","1",NA,"1","tarsal","appendicular",NA,"I/II","BM4",NA,NA,"calcaneus sin","Mammalia","Perissodactyla","Equidae","Equus","sp.","Equus sp.","stratified",97,NA,NA,NA,NA,"isolated calcaneus, equus",-17.101,5.621
"762","F17","37","0",0,-3.729,"Bone","4",NA,"DK",NA,NA,30,20,NA,"no","Not collected",2017-06-08,"10:57:07 AM","2017","6/8/2017",-3.729,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",30,NA,NA,NA,NA,"Not collected",-17.042,5.962
"766","F18","7","0",0.01,-3.568,"Bone","4","1","EM",NA,NA,70,NA,NA,"no","not collected, fragment",2015-06-19,"9:57:58 AM","2015","6/19/2015",-3.568,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",70,NA,NA,NA,NA,"not collected, fragment",-18.54,5.578
"767","F18","8","0",0,-3.585,"Bone","4","1","EM",NA,NA,NA,NA,NA,"no","not collected",2015-06-19,"10:20:15 AM","2015","6/19/2015",-3.585,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"not collected",-18.424,5.316
"768","F18","10","0",0.08,-3.623,"Bone","4","2","EM",NA,NA,35,NA,NA,"no","not collected, fragment",2015-06-19,"11:58:33 AM","2015","6/19/2015",-3.623,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",35,NA,NA,NA,NA,"not collected, fragment",-18.885,5.234
"769","F18","11","0",0.01,-3.666,"Bone","4","2","EM",NA,NA,30,NA,NA,"no","not collected, fragment",2015-06-19,"11:59:26 AM","2015","6/19/2015",-3.666,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",30,NA,NA,NA,NA,"not collected, fragment",-18.159,5.554
"770","F18","12","0",0.01,-3.692,"Bone","4","2","EM",NA,NA,NA,NA,NA,"no","fragment",2015-06-19,"12:49:52 PM","2015","6/19/2015",-3.692,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,NA,-18.519,5.108
"771","F18","13","0",0.06,-3.685,"Bone","4","2","EM",NA,NA,30,NA,NA,"no","not collected, fragment",2015-06-19,"2:19:49 PM","2015","6/19/2015",-3.685,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",30,NA,NA,NA,NA,"not collected, fragment",-18.578,5.765
"772","F18","16","0",0.3,-3.855,"Bone","4","3","EM",10,168,110,NA,NA,"no","not collected, long bone fragment",2015-06-22,"11:17:34 AM","2015","6/22/2015",-3.855,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",110,NA,NA,NA,NA,"not collected, long bone fragment",-18.729,5.249
"773","F18","17","0",0.3,-3.847,"Bone","4","3","EM",20,26,70,NA,NA,"no","not collected, long bone fragment",2015-06-22,"11:33:41 AM","2015","6/22/2015",-3.847,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",70,NA,NA,NA,NA,"not collected, long bone fragment",-18.627,5.576
"774","F18","18","0",0.4,-3.946,"Bone","4","3","EM",30,114,NA,NA,NA,"yes","long bone fragment",2015-06-22,"12:56:36 PM","2015","6/22/2015",-3.946,"Bone","4","yes","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone fragment","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"long bone fragment",-18.61,5.492
"775","F18","19","0",0.18,-3.882,"Bone","4","3","EM",NA,NA,NA,NA,NA,"no","not collected, long bone fragment",2015-06-22,"1:48:34 PM","2015","6/22/2015",-3.882,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone","appendicular","fragment",NA,NA,NA,NA,"long bone frag.","Mammalia",NA,NA,NA,NA,"Mammalia","stratified",NA,NA,NA,NA,NA,"not collected, long bone fragment",-18.227,5.609
"776","F18","28","0",0.1,-4.007,"Bone","4",NA,"TM",NA,NA,35,31,NA,"yes","turtle frag.",2017-06-05,"10:33:17 AM","2017","6/5/2017",-4.007,"Bone","4","yes","fragment","isolated","1",NA,"1","carapace",NA,"fragment",NA,NA,NA,NA,"turtle shell","Reptilia","Chelonii",NA,NA,NA,"Chelonii","stratified",35,NA,NA,NA,NA,"turtle frag.",-18.853,5.091
"777","F18","29","0",0.200000003,-4.094,"Bone","4",NA,"TM",NA,NA,23,14,NA,"yes","frag.",2017-06-05,"2:12:55 PM","2017","6/5/2017",-4.094,"Bone","4","yes","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,"bone frag.",NA,NA,NA,NA,NA,NA,"stratified",23,NA,NA,NA,NA,"frag.",-18.889,5.026
"778","F18","31","0",0,-3.95,"Bone","4",NA,"TM",NA,NA,60,34,NA,"no","Third phalanx",2017-06-06,"11:27:39 AM","2017","6/6/2017",-3.95,"Bone","4","no","fragment","isolated","1",NA,"1","phalanx",NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",60,NA,NA,NA,NA,"Third phalanx",-18.105,5.511
"779","F18","32","0",0,-4.093,"Bone","4",NA,"KH",8,310,130,29,NA,"no","Not collected. Long bone frag.",2017-06-06,"11:30:36 AM","2017","6/6/2017",-4.093,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone",NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",130,NA,NA,NA,NA,"Not collected. Long bone frag.",-18.145,5.191
"781","F18","34","0",0.100000001,-3.978,"Bone","4",NA,"TM",NA,NA,34,32,NA,"yes","turtle frag.",2017-06-06,"1:14:52 PM","2017","6/6/2017",-3.978,"Bone","4","yes","fragment","isolated","1",NA,"1","carapace",NA,"fragment",NA,NA,NA,NA,"turtle shell","Reptilia","Chelonii",NA,NA,NA,"Chelonii","stratified",34,NA,NA,NA,NA,"turtle frag.",-18.041,5.651
"782","F18","36","0",0.35,-3.997,"Bone","4",NA,"TM",20,264,120,35,NA,"no","long bone frag.",2017-06-07,"10:36:30 AM","2017","6/7/2017",-3.997,"Bone","4","no","fragment","isolated","1",NA,"1","limb bone",NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",120,NA,NA,NA,NA,"long bone frag.",-18.298,5.768
"783","F18","37","0",0.349999994,-4.011,"Bone","4",NA,"TM",NA,NA,41,34,NA,"no","Not collected. frag.",2017-06-07,"10:42:02 AM","2017","6/7/2017",-4.011,"Bone","4","no","fragment","isolated","1",NA,"1",NA,NA,"fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"stratified",41,NA,NA,NA,NA,"Not collected. frag.",-18.364,5.739
